Gene_id	A1	B1	A2	A3	B2	B3	length
G002652	698	1214	571	699	606	981	1269
G002653	12653	17426	4841	14797	12766	14884	1005
G002654	1563	985	2020	2228	533	1320	1791
G002655	4488	12692	2367	5182	7462	8618	1515
G002656	11321	7497	10230	9476	6359	8175	418
G002657	159	85	238	331	25	256	762
G002658	833	259	984	934	147	436	1044
G002659	930	1432	1399	1028	996	891	1593
G002660	425	978	240	387	617	413	771
G002661	1316	2460	1542	1497	1037	1275	2723
G002662	110	232	288	121	129	207	990
G002663	374	546	512	383	310	312	826
G002664	3917	3966	5972	5720	3297	3210	561
G002665	551	659	297	587	564	521	1020
G002666	3630	9569	1515	3254	5789	3467	1356
G002667	409	1439	475	510	843	608	2253
G002668	532	764	1145	673	350	452	1493
G002669	47428	25710	29436	48117	18745	29053	657
G002670	420	930	480	497	501	655	2334
G002671	416	1652	383	496	569	987	2532
G002672	851	792	1016	912	395	598	318
G002673	1152	685	900	1120	347	881	549
G002674	1111	2921	619	1269	1732	1263	459
G002675	426	619	617	587	408	488	1221
G002676	1001	1863	1204	1058	1412	537	582
G002677	1408	4797	3505	1853	2445	7183	1146
G002678	5737	8672	8573	6371	3665	14552	1101
G002679	1012	779	779	1094	319	495	1575
G002680	893	2379	616	1080	1828	892	711
G002681	1785	2929	719	2003	2330	1630	1464
G002682	4884	21098	2002	5196	12769	7619	1938
G002683	67	209	79	73	62	51	1359
G002684	213	105	190	189	77	64	399
G002685	1343	1556	1356	1408	759	1249	1338
G002686	7858	30018	1373	7254	18169	5716	3150
G002687	2109	1075	3058	2365	815	1286	589
G002688	146	814	232	210	238	294	1521
G002689	2592	3856	2216	2534	2642	1388	643
G002690	1313	609	1330	1405	610	305	2091
G002691	646	125	925	486	76	136	402
G002692	7247	5404	3676	7135	2440	4227	1485
G002693	25028	91376	5696	30639	56284	49666	1206
G002694	1173	3190	544	1097	1959	1367	2058
G002695	1740	2806	441	1664	2568	961	339
G002696	349	667	573	408	505	340	1233
G002697	539	1018	507	498	372	554	3423
G002698	617	587	612	916	302	410	573
G002699	6095	31939	2893	6266	15250	6020	1971
G002700	707	903	730	670	387	574	2049
G002701	822	527	568	829	364	379	847
G002702	1238	435	1012	1632	329	567	490
G002703	1768	779	1082	1731	620	1270	1149
G002704	934	1621	1579	1005	756	894	2670
G002705	230	1458	148	256	709	324	831
G002706	1326	841	1008	1277	744	633	489
G002707	504	1427	562	550	957	517	1000
G002708	355	822	521	304	385	426	1308
G002709	3261	1402	2947	4141	634	1998	627
G002710	804	160	793	719	165	384	417
G002711	1703	650	1555	2419	560	855	689
G002712	24282	218367	18999	30745	76499	49868	3540
G002713	900	1022	1466	1044	599	719	1129
G002714	576	2571	422	654	1185	747	2754
G002715	1262	656	1294	1649	454	727	537
G002716	619	1061	1136	751	401	657	3402
G002717	966	1417	1772	1004	848	868	1701
G002718	1123	6677	837	1095	1928	1499	2268
G002719	5903	3460	3865	6445	2746	2995	553
G002720	122	241	165	133	166	81	450
G002721	502	1220	747	606	948	1090	783
G002722	795	4720	373	747	3444	2093	609
G002723	195	321	143	211	135	87	570
G002724	701	1609	576	684	723	652	1191
G002725	84	171	83	92	97	110	986
G002726	3996	6311	1642	4873	5171	6504	1437
G002727	1043	1206	1293	1158	513	788	1104
G002728	185	456	142	165	248	163	1044
G002729	696	1949	361	855	1119	631	1351
G002730	231	311	698	310	145	190	2463
G002731	697	202	2727	967	90	354	549
G002732	11034	13794	24933	11911	6526	7876	1497
G002733	3130	3780	5323	2659	3069	1849	434
G002734	3575	1875	5832	4095	1772	1142	474
G002735	285	256	373	291	161	156	1350
G002736	272	296	451	282	140	113	567
G002737	144	153	115	185	74	132	1059
G002738	42	97	22	37	42	39	924
G002739	5739	9681	1956	5292	5345	4405	1143
G002740	1773	1548	1827	1913	937	1372	807
G002741	1084	1269	1877	1251	614	1152	3348
G002742	513	1348	575	646	561	645	3918
G002743	12008	9242	12840	12474	5243	19763	465
G002744	374	686	461	403	499	560	1305
G002745	211	114	385	334	105	522	315
G002746	752	2721	1429	769	1478	1690	1581
G002747	733	3535	694	766	1054	910	7110
G002748	20514	29864	4925	18296	19256	20725	1728
G002749	3715	15743	3808	4545	8430	5163	678
G002750	2572	16341	1448	2617	7789	4306	1191
G002751	2872	11830	2623	3767	3778	6450	1884
G002752	240	714	95	176	324	223	1609
G002753	725	2027	787	888	960	1073	1248
G002754	249	173	233	264	103	186	931
G002755	4968	2145	4668	5474	1172	2365	825
G002756	583	567	808	549	381	567	603
G002757	5080	3669	5551	6052	2002	2643	674
G002758	1155	755	1557	1445	532	685	1058
G002759	1038	1799	1228	1033	503	609	2295
G002760	968	1056	1136	1152	294	200	1005
G002761	5274	6183	7582	5740	2879	4619	438
G002762	286	115	501	347	70	269	821
G002763	3774	13488	6224	4474	11447	5898	1455
G002764	497	329	1074	463	232	480	555
G002765	6687	7928	8343	8792	5900	7085	1266
G002766	125	479	227	148	141	261	2067
G002767	187	925	256	224	409	484	3434
G002768	101	68	136	112	28	142	489
G002769	2500	2749	2378	2522	2152	1995	1074
G002770	1380	3969	2626	1561	1818	1975	1770
G002771	1814	4012	2594	1816	3394	3071	684
G002772	151	747	187	156	220	211	1167
G002773	283	424	298	338	233	230	423
G002774	5019	2799	6231	4949	2187	3252	1271
G002775	69	10	108	96	8	2	1866
G002776	526	312	529	584	192	628	1482
G002777	2646	4421	4004	3454	2072	2538	894
G002778	207	160	269	245	118	145	381
G002779	14333	2746	9711	17062	1841	4822	735
G002780	1582	888	950	2046	385	449	1473
G002781	1264	653	993	1618	449	887	330
G002782	1096	4308	439	1014	2029	1092	1596
G002783	2037	2839	2062	2191	1265	2053	1302
G002784	2662	312	2675	2603	341	248	531
G002785	7681	5101	18033	7659	2626	5450	1890
G002786	354	1506	508	360	399	535	1818
G002787	1871	707	1202	1980	424	1844	975
G002788	548	574	778	590	229	854	1121
G002789	174	324	289	268	157	142	1381
G002790	517	1085	323	409	462	453	1158
G002791	10813	4773	6112	8555	2130	10717	460
G002792	557	1616	438	619	823	505	1676
G002793	1532	739	535	1384	402	807	486
G002794	3562	6012	2834	3555	5309	2399	564
G002795	229	181	245	208	89	214	507
G002796	146	987	171	147	437	361	1903
G002797	19517	73407	13048	23417	35747	32645	468
G002798	829	2959	330	681	1054	813	7965
G002799	808	401	771	640	330	1162	264
G002800	791	1419	1141	706	919	1077	366
G002801	773	1243	1210	825	760	450	705
G002802	1279	2692	1176	1521	1700	1341	1250
G002803	16548	31634	7668	17808	25403	30019	1308
G002804	236	180	267	386	102	264	602
G002805	534	1022	465	542	896	519	657
G002806	131	343	314	143	240	240	849
G002807	8917	8651	5576	9250	7640	10530	665
G002808	991	2876	851	1004	1597	1116	2730
G002809	669	205	451	628	164	569	524
G002810	492	476	633	916	241	380	309
G002811	1217	3593	918	1294	1856	1189	987
G002812	638	578	636	621	307	659	1542
G002813	205	159	259	246	139	348	672
G002814	832	2485	349	752	1450	977	1221
G002815	2012	4605	1603	2753	4814	2396	814
G002816	1779	6541	1512	2129	2995	3930	2601
G002817	120	239	453	143	100	102	1149
G002818	793	1552	1578	811	906	721	774
G002819	194	376	483	256	187	358	2508
G002820	100	200	120	103	96	38	1266
G002821	308	1062	227	343	522	428	2316
G002822	918	3584	1715	1077	2425	1189	588
G002823	2132	11906	3452	2542	3931	3364	2226
G002824	4877	2953	4996	5181	2197	5790	462
G002825	643	318	493	569	269	632	459
G002826	31	99	9	36	68	57	921
G002827	275	915	651	363	352	526	1098
G002828	184	456	90	167	242	154	510
G002829	426325	222068	381121	645510	130629	575305	306
G002830	13	33	8	15	21	16	661
G002831	595	757	711	601	509	640	783
G002832	175	517	138	177	250	246	1176
G002833	8	133	15	12	122	88	321
G002834	1	114	2	3	93	105	993
G002835	756	442	746	941	396	1179	495
G002836	4030	4457	4125	5177	2508	4042	796
G002837	474	1518	502	643	849	718	1554
G002838	884	3788	553	915	1514	1334	2568
G002839	755	1285	934	1047	623	774	970
G002840	129	297	205	139	97	132	2949
G002841	527	1794	333	565	794	628	4770
G002842	313	464	362	400	284	272	633
G002843	3052	2185	5278	3913	2038	1183	471
G002844	33	11	54	48	19	14	588
G002845	364	927	181	347	555	317	2094
G002846	8047	5601	9449	10237	3955	9333	489
G002847	1145	2973	753	1282	1312	1618	2958
G002848	61	187	97	128	152	102	2307
G002849	2190	1758	3382	2222	952	1577	805
G002850	1300	1032	1330	1510	891	1778	342
G002851	5051	9630	7061	7635	8071	6690	984
G002852	45	85	59	70	32	85	447
G002853	426	908	962	454	579	564	1182
G002854	63250	198249	152742	96377	170727	107572	408
G002855	303	414	422	276	277	585	1026
G002856	860	2780	1129	1071	1117	1757	2514
G002857	5626	6685	4830	5674	3821	6582	1026
G002858	360	390	416	346	233	341	915
G002859	640	1243	720	670	625	966	1626
G002860	6685	23614	6139	7434	13412	10468	1659
G002861	277	845	240	288	383	410	1680
G002862	13657	27259	13409	16997	28034	14060	918
G002863	510	1650	294	529	849	712	1680
G002864	266	876	297	302	625	380	1119
G002865	561	2436	300	523	1506	747	2049
G002866	3507	8124	2170	3524	5199	4729	2133
G002867	362	371	167	303	207	289	1620
G002868	1547	6088	985	1649	3431	2042	1260
G002869	1653	3977	1756	1816	2094	1426	561
G002870	5326	3982	3403	5326	3131	6645	696
G002871	1066	795	969	1035	1003	2470	534
G002872	246	781	338	228	632	316	1356
G002873	195	445	247	163	310	351	1059
G002874	191	1581	160	197	620	450	2325
G002875	2612	4391	2890	2479	3006	2510	706
G002876	4628	4596	2268	4316	3402	4651	1392
G002877	7848	16621	10681	8138	8974	8846	1116
G002878	719	5199	287	724	2601	1028	1122
G002879	491	339	543	745	200	307	360
G002880	214	1275	263	274	764	552	1617
G002881	498	1862	378	591	626	1060	1725
G002882	265	1242	101	254	459	399	570
G002883	338	659	562	412	285	473	909
G002884	1302	1428	1260	1907	719	1384	1260
G002885	1235	282	1808	1170	348	494	675
G002886	121	559	102	110	271	225	1011
G002887	107604	80555	80532	139989	48253	195095	471
G002888	294	1447	199	260	598	608	1510
G002889	1974	2701	2880	1973	1835	1002	597
G002890	198	288	321	198	154	240	804
G002891	1050	6442	730	1071	1969	2017	3888
G002892	1480	4379	933	1552	1725	1961	2085
G002893	142	10	70	131	4	17	1647
G002894	135	6	231	111	3	42	519
G002895	34	0	19	32	0	2	306
G002896	62	2	107	82	2	11	369
G002897	2467	1678	2895	3065	1311	5247	375
G002898	770	2782	1299	829	1023	2081	2277
G002899	1669	8962	464	2147	6535	7640	799
G002900	2531	7877	3858	2898	4183	4787	2016
G002901	554	2573	698	687	909	1596	3792
G002902	945	6526	761	761	2897	2692	1056
G002903	51	94	39	59	135	67	825
G002904	216	399	271	244	237	350	1926
G002905	1037	3961	1396	1109	1717	2081	1138
G002906	372	1776	599	658	921	894	723
G002907	1186	2414	1135	1375	1460	1448	213
G002908	734	2846	1858	729	1241	1445	618
G002909	1730	2282	2045	2144	1202	2732	865
G002910	406	1003	345	356	343	327	4512
G002911	1986	916	2078	2586	498	2477	795
G002912	221	867	188	287	543	443	990
G002913	14756	9557	19461	21307	6440	7758	648
G002914	1264	1891	1345	1423	959	825	1132
G002915	3	1	149	0	2	0	483
G002916	10556	39273	16247	10588	15395	7188	945
G002917	542	516	557	508	291	345	909
G002918	3	5	5	3	6	2	933
G002919	406	2047	1200	434	1032	1167	7665
G002920	1097	3688	1003	1112	1494	1505	4050
G002921	462	1605	449	647	680	1033	2699
G002922	651	3133	439	764	1490	1068	2021
G002923	558	1781	441	710	791	633	615
G002924	1199	5232	1428	1147	1566	1745	3984
G002925	679	581	898	717	336	445	831
G002926	900	2259	651	1048	1006	776	1233
G002927	859	544	939	1058	478	1037	633
G002928	598	106	886	677	78	236	549
G002929	440	380	758	591	185	218	1287
G002930	121	520	349	137	150	239	796
G002931	298	391	325	286	86	236	1240
G002932	776	2255	662	819	885	1034	1083
G002933	80	193	169	105	87	63	597
G002934	1453	4491	609	1364	1803	1308	4911
G002935	1715	2413	1087	1747	1825	1657	609
G002936	464	380	794	536	218	534	867
G002937	131483	89280	66693	166717	50425	120461	657
G002938	2124	3389	1735	2084	1322	2057	7137
G002939	683	1215	985	627	420	989	2160
G002940	1237	3360	2508	1299	1027	1522	1719
G002941	5714	4287	4844	7905	2472	2788	619
G002942	1540	640	993	1612	392	892	525
G002943	15735	16623	9000	17059	9994	18818	1503
G002944	1438	8531	921	1364	2872	1994	936
G002945	1676	1496	2334	1849	803	1110	903
G002946	877	2863	698	832	1266	1095	2058
G002947	530	1208	1463	449	621	627	669
G002948	1092	783	1583	858	527	822	662
G002949	3672	5343	5994	3412	3030	3995	1362
G002950	616	597	1513	633	453	257	357
G002951	663	1161	1351	695	589	702	1917
G002952	152	133	133	165	57	64	795
G002953	4536	823	5311	6980	923	2845	222
G002954	891	1565	1666	975	897	776	2538
G002955	2463	2696	2064	2227	1399	2641	4809
G002956	305	432	757	407	123	226	2233
G002957	1416	390	1445	1480	299	1111	414
G002958	543	640	1216	493	257	262	624
G002959	545	1149	725	456	564	374	1053
G002960	13353	3924	11207	12825	3175	11349	558
G002961	367	222	523	354	154	227	900
G002962	1929	2907	1517	1826	1715	1528	708
G002963	635	1542	425	603	716	541	747
G002964	351	1045	571	424	328	367	1839
G002965	15200	16694	16313	15855	7054	15398	1860
G002966	234	92	270	239	44	88	567
G002967	3758	530	2590	4145	306	632	558
G002968	4619	314	3815	5475	243	394	567
G002969	3925	958	4171	4581	655	1391	574
G002970	890	778	1397	919	299	366	1743
G002971	1001	907	770	1112	481	902	1329
G002972	628	490	783	885	192	184	354
G002973	6851	4207	11610	7613	2493	3945	1137
G002974	62	307	104	35	147	87	1674
G002975	527	9	445	737	26	73	627
G002976	1260	386	703	1258	271	752	378
G002977	341	255	298	298	212	120	1078
G002978	1018	2362	462	893	966	791	1949
G002979	330	158	474	314	89	227	909
G002980	391	209	657	335	200	335	684
G002981	3186	1658	2654	3940	731	1462	696
G002982	413	1279	504	372	437	346	1170
G002983	269	329	310	242	91	153	306
G002984	13883	5871	12799	21705	3348	20525	378
G002985	381	992	399	309	351	319	753
G002986	948	1757	1545	1002	467	955	1861
G002987	549	646	647	812	318	560	732
G002988	1966	3151	2418	2007	1161	2195	2073
G002989	7599	12445	4984	7966	9426	5869	522
G002990	723	652	727	731	203	630	1887
G002991	388	1122	327	530	710	456	411
G002992	1968	593	2348	3074	466	1608	246
G002993	24462	13612	20241	27436	8898	32460	706
G002994	3461	3953	2110	3825	2272	1971	927
G002995	5892	5910	2200	8232	1608	1973	324
G002996	3286	819	9095	3306	595	393	486
G002997	6783	6251	2961	7403	3762	3572	1170
G002998	1465	363	1153	1537	187	571	525
G002999	1972	2357	1385	1849	683	1406	2253
G003000	227	391	705	250	171	163	846
G003001	680	2063	2576	600	818	711	960
G003002	569	879	596	599	508	581	4119
G003003	670	2260	980	857	991	1319	3264
G003004	1774	5150	2151	1855	2622	2607	1650
G003005	1128	5194	1972	1380	2720	2059	735
G003006	252	682	507	271	324	373	2592
G003007	232	873	427	371	403	527	1467
G003008	378	159	306	372	98	251	645
G003009	2552	9675	2549	2343	2858	2784	1443
G003010	844	412	474	865	251	489	1302
G003011	319	280	188	228	254	82	411
G003012	921	714	1025	1018	475	649	1023
G003013	2947	1583	3081	3252	1253	1740	606
G003014	2306	793	1885	3034	786	1271	1275
G003015	1629	3503	785	1595	1869	1954	4140
G003016	142	328	141	170	202	158	1281
G003017	267	600	601	266	151	236	915
G003018	355	439	393	500	255	455	2964
G003019	14	0	6	11	2	8	1050
G003020	5050	2572	5747	6434	1834	4448	660
G003021	499	786	847	528	371	368	1640
G003022	344	882	636	395	245	425	1710
G003023	10011	4175	10703	11171	2989	4621	441
G003024	153	301	145	156	183	159	1735
G003025	2163	9236	2260	2285	4143	3152	1278
G003026	306	436	198	349	168	183	1394
G003027	753	1275	649	728	532	545	2208
G003028	3363	2382	3738	3520	1039	2264	1375
G003029	1936	2122	2427	2041	1356	946	888
G003030	21530	15576	24568	22231	6320	16246	522
G003031	2768	1719	2114	3061	678	1365	1422
G003032	4656	8279	7665	4647	6284	5006	951
G003033	1540	809	1905	1832	489	1458	1272
G003034	817	2147	1937	876	859	914	1617
G003035	320	675	333	360	419	307	1344
G003036	1441	2226	960	1599	1063	983	1348
G003037	598	1174	269	555	740	421	1427
G003038	2084	2958	3062	2314	2431	1538	420
G003039	322337	158957	291140	482643	162444	232925	504
G003040	802	2122	1205	847	992	803	2176
G003041	1838	888	2801	2140	481	1068	537
G003042	1765	3068	1226	1913	2023	1652	1611
G003043	2219	1428	2775	2571	905	1270	952
G003044	1339	428	827	1237	223	770	345
G003045	2354	4901	1834	2390	2061	1028	3852
G003046	188	612	85	153	211	175	1788
G003047	4415	2680	2522	4838	3067	2460	812
G003048	10617	7456	9996	10165	4538	7767	747
G003049	109587	299593	100639	136019	199152	185261	1152
G003050	292	414	137	311	341	240	645
G003051	337	494	233	332	510	419	756
G003052	478	527	625	527	278	276	1123
G003053	1195	1360	2159	1573	953	770	997
G003054	1504	2818	1084	1480	1076	1175	2484
G003055	18369	7635	16947	14690	3621	18867	198
G003056	26	14	59	50	4	53	543
G003057	1373	4977	1019	1362	2342	1687	2291
G003058	165	478	148	180	221	192	2721
G003059	2094	803	2284	2914	492	1311	315
G003060	950	2928	728	888	1145	1201	2310
G003061	8860	3900	10258	13847	3224	11083	840
G003062	76	108	73	102	66	135	1848
G003063	508	641	652	524	483	901	544
G003064	305	829	286	280	424	275	1068
G003065	939	971	1766	915	565	253	777
G003066	125	262	131	116	131	75	951
G003067	26	113	95	36	63	20	597
G003068	994	2329	2194	1044	1611	975	1383
G003069	964	1806	1180	1003	778	934	3014
G003070	1237	2396	1794	1257	2556	1156	1203
G003071	1977	5078	4602	1934	2921	2169	2025
G003072	2019	4432	1239	2223	2763	2165	1061
G003073	1073	2159	905	1074	1128	939	838
G003074	938	768	1608	1195	569	647	879
G003075	2402	1390	2510	3178	916	712	639
G003076	1956	477	1459	1751	436	1266	357
G003077	2	40	0	2	23	21	351
G003078	539	175	229	595	159	118	451
G003079	88654	81659	167323	184720	93636	42993	318
G003080	15991	66964	13178	20434	47988	29159	1242
G003081	1855	1924	1905	1905	1096	1267	870
G003082	14202	4360	15294	13053	3955	8915	798
G003083	17	18	16	23	37	31	693
G003084	30737	27465	20394	37251	30399	31867	1356
G003085	1689	3671	2253	1869	1888	1677	1167
G003086	1089	1875	328	1008	1352	634	630
G003087	879	2582	987	857	1552	1054	1059
G003088	1833	739	1339	1591	475	1226	432
G003089	630	2536	501	581	884	1222	2754
G003090	1801	1979	1731	2096	1501	1991	383
G003091	1096	4095	2288	1619	2133	2025	1570
G003092	805	482	812	779	315	505	438
G003093	1817	7759	1617	2072	5373	3464	1722
G003094	6271	15292	3417	6290	9804	8720	1653
G003095	1357	4386	1013	1455	1668	1734	2530
G003096	407	729	174	428	339	301	1374
G003097	329	320	244	289	224	239	1353
G003098	63	106	41	76	52	59	531
G003099	374	2125	619	418	734	750	1932
G003100	335	984	499	357	291	371	1449
G003101	236	570	537	243	165	179	777
G003102	376	557	716	381	325	321	771
G003103	244	106	200	237	84	161	399
G003104	743	1937	697	798	819	963	1362
G003105	210	621	112	246	345	246	1095
G003106	19733	16537	10963	27220	13402	19961	759
G003107	3478	3621	4515	4224	1875	2099	1614
G003108	2035	2356	1884	1727	1573	1611	1006
G003109	537	452	432	558	313	665	681
G003110	305	1306	219	275	622	426	2034
G003111	802	1806	1271	933	1065	683	945
G003112	467	844	282	413	604	482	962
G003113	1647	6759	768	1550	4587	2428	816
G003114	2712	6595	619	2748	3921	1552	1773
G003115	3652	3858	3233	4493	3090	3952	749
G003116	1482	630	1535	1916	353	984	1479
G003117	5563	9678	2428	5786	6537	6312	1518
G003118	227	315	244	207	143	204	918
G003119	670	952	337	684	423	728	870
G003120	2040	6878	6835	2401	5935	2583	609
G003121	6900	9467	8874	7151	5870	8174	2673
G003122	336	283	276	358	203	288	411
G003123	1891	2762	2590	1904	1713	1142	705
G003124	132	110	77	105	102	74	471
G003125	150	6700	112	164	7061	13597	678
G003126	749	1715	1123	918	1063	1667	1562
G003127	356	99	376	319	311	74	444
G003128	903	3736	1703	1189	1742	1407	1560
G003129	715	2503	1022	875	970	1262	2415
G003130	943	2103	1421	1037	1160	816	720
G003131	157	309	69	202	120	140	4914
G003132	712	1802	421	867	806	1062	2334
G003133	1584	2878	929	1553	1056	1793	513
G003134	0	3	0	0	883	10	336
G003135	4349	1315	4533	5688	1075	4911	595
G003136	570	545	524	604	317	568	4773
G003137	1863	1490	2291	2124	1112	1119	1191
G003138	522	411	685	574	181	278	1041
G003139	80090	22195	56582	86616	18488	57338	585
G003140	4052	4634	2418	4010	3577	4048	768
G003141	470	944	580	501	420	349	1674
G003142	1005	291	1610	1026	317	170	2016
G003143	6071	6253	10196	7787	4092	1614	419
G003144	453	2443	834	495	1145	758	1115
G003145	3707	3295	4131	5007	2553	2473	789
G003146	826	1804	739	917	515	1152	3573
G003147	412	243	303	352	171	119	1473
G003148	72	262	113	60	78	116	1110
G003149	1650	8042	1501	2093	2390	2723	2607
G003150	5103	7625	3688	5317	5129	6275	1620
G003151	2489	2589	1900	2928	2246	3141	672
G003152	1055	3116	915	1173	1674	1338	1692
G003153	3538	1479	1921	3659	1171	823	1329
G003154	600	3126	449	633	1376	1238	1604
G003155	14376	8057	11799	21308	7222	9545	438
G003156	6180	3467	5904	6772	2860	4028	672
G003157	1411	1282	1246	1797	1201	1579	1002
G003158	2717	2912	4093	2627	2155	3237	459
G003159	573	2005	931	625	1131	447	618
G003160	248	90	562	271	54	104	618
G003161	373	951	304	359	374	366	3645
G003162	115	176	192	137	75	232	987
G003163	210	85	344	237	47	154	1035
G003164	775	215	464	692	127	517	318
G003165	386	402	440	396	132	295	1236
G003166	121	161	91	124	63	101	1107
G003167	4281	3770	5884	4364	1926	2706	363
G003168	303	119	267	471	60	372	714
G003169	1044	444	410	894	336	1608	420
G003170	189	848	278	195	232	235	2109
G003171	165	207	207	166	133	129	966
G003172	840	1152	747	984	706	524	960
G003173	9003	3183	10192	11040	2371	6527	585
G003174	802	2494	660	825	1458	1024	1671
G003175	365796	722300	90653	420817	521601	278741	1311
G003176	355	316	279	304	141	76	2121
G003177	8185	1954	6872	11079	1220	4524	603
G003178	948	410	730	1047	358	1215	690
G003179	4903	1684	4121	4632	874	3544	735
G003180	491	701	609	652	250	503	993
G003181	772	475	764	887	329	628	945
G003182	510	399	672	740	134	460	1638
G003183	4443	1838	4265	4827	1362	3271	867
G003184	1812	1426	1351	2207	694	1285	1785
G003185	235	546	187	276	338	196	1449
G003186	5062	2554	3972	5832	2075	3457	522
G003187	2448	5019	1221	3372	3337	2954	958
G003188	316	187	334	349	131	221	903
G003189	1413	1775	2415	1752	967	1886	1905
G003190	638	1330	334	578	536	573	4329
G003191	234	441	189	265	309	225	714
G003192	1686	4232	847	1871	2153	1601	1483
G003193	324	392	526	385	170	294	1623
G003194	320	1226	78	335	648	320	1367
G003195	1024	3618	580	1021	921	986	5415
G003196	734	883	604	755	437	448	1086
G003197	479	518	363	668	299	326	1311
G003198	24	62	30	28	33	35	465
G003199	657	224	574	637	138	355	872
G003200	11595	8884	15164	14452	7545	10507	1221
G003201	489	1831	503	600	961	1134	2553
G003202	521	449	390	582	302	335	612
G003203	16040	7291	9815	19785	6460	8485	447
G003204	194	172	334	443	100	375	1088
G003205	540	235	330	642	106	408	1098
G003206	130	86	154	263	51	177	1407
G003207	1095	3423	1199	1223	1321	1292	3740
G003208	21513	7282	16759	31088	7866	7337	180
G003209	2987	4406	3271	3442	3102	2114	1197
G003210	5933	1993	5200	5638	1597	11439	402
G003211	689	1005	630	529	450	419	675
G003212	2249	1260	2476	2561	852	2461	762
G003213	522	2194	213	489	696	398	1014
G003214	1055	3566	1780	1051	1531	2638	1668
G003215	904	3050	998	992	1317	1034	1548
G003216	214	212	424	238	82	262	972
G003217	2563	9367	1131	2527	781	3313	3045
G003218	65	735	60	66	308	201	951
G003219	15	184	43	11	80	79	1806
G003220	381	3036	210	386	1381	810	1905
G003221	426	1043	453	462	459	572	2478
G003222	299	1470	192	327	820	601	725
G003223	1399	1785	1131	1537	1048	817	1194
G003224	46	155	62	54	63	99	3960
G003225	265	227	298	271	104	164	1053
G003226	304	167	339	311	166	251	1470
G003227	1156	2779	656	1106	2374	1959	1959
G003228	687	1448	1429	1042	1202	1110	517
G003229	691	3407	585	778	1557	1709	2157
G003230	460	2044	263	419	1135	839	600
G003231	1879	2350	3376	2154	1786	4925	627
G003232	588	2851	907	604	1504	1152	2340
G003233	30	204	12	31	79	48	1470
G003234	1987	3444	1049	2169	2637	2273	1107
G003235	17	3	60	27	0	26	561
G003236	21553	25822	8068	24797	24228	19667	1413
G003237	74	44	93	93	40	28	447
G003238	1263	4440	1182	1462	2260	2830	2673
G003239	484	692	302	463	326	429	1266
G003240	130	855	216	257	390	538	4770
G003241	27041	8281	15622	25002	9432	30331	1020
G003242	3111	1502	1558	2673	1228	1847	513
G003243	2405	881	2076	4389	689	3648	603
G003244	716	1278	450	761	543	576	2730
G003245	1221	1650	678	1627	834	1423	1365
G003246	707	1507	877	805	552	805	1680
G003247	689	211	574	1081	169	631	225
G003248	1264	3326	1422	1326	988	966	1272
G003249	1761	2610	3667	1635	1919	1374	821
G003250	1576	1178	1086	1093	993	686	342
G003251	1098	2421	724	1468	1090	973	1195
G003252	1519	2575	2616	1553	1047	1435	1080
G003253	388	1145	518	436	369	383	1143
G003254	500	1080	343	474	522	403	2493
G003255	769	692	202	704	197	278	648
G003256	24442	14281	8523	24276	14463	12873	486
G003257	1110	1023	444	1127	860	403	1578
G003258	48721	17458	18672	43062	7715	52149	585
G003259	1600	1670	1261	1805	920	919	3339
G003260	705	414	827	832	315	518	813
G003261	407	289	790	650	168	278	855
G003262	484	826	387	469	525	264	1524
G003263	454	1417	248	582	754	536	747
G003264	9094	15013	28165	10166	11223	4544	570
G003265	669	1017	1924	1043	415	561	1708
G003266	6475	10222	3728	7124	7701	5175	921
G003267	939	1362	630	835	1139	851	489
G003268	1339	3122	1119	1813	2112	723	1410
G003269	1800	497	1916	2302	478	1289	1079
G003270	18196	12283	23547	26874	10725	12423	477
G003271	2121	908	1705	2232	622	2133	938
G003272	781	1954	672	727	800	944	2620
G003273	201	536	438	306	223	237	3126
G003274	1193	1023	1372	1294	606	1004	750
G003275	538	1720	360	535	515	505	6024
G003276	653	1930	450	692	1130	676	1050
G003277	786	581	569	861	424	403	402
G003278	1084	1060	1529	1299	727	679	1134
G003279	3631	2196	3700	4702	1540	3028	1679
G003280	650	1279	347	744	1031	603	1342
G003281	78751	35137	59388	98565	25220	39476	1104
G003282	1132	795	1054	1820	538	628	264
G003283	1808	1136	1063	1832	798	537	864
G003284	1319	4097	669	1480	2118	750	1998
G003285	1760	1670	1319	1952	1227	694	498
G003286	937	771	1443	979	414	387	744
G003287	573	1012	881	622	522	313	960
G003288	14	50	7	17	17	15	579
G003289	3017	7349	2569	3526	3641	3111	2688
G003290	634	994	402	670	798	568	684
G003291	1777	2086	1494	2009	1377	1267	1099
G003292	1695	4117	1513	1604	2122	2400	1986
G003293	628	573	723	612	314	292	2949
G003294	981	1767	1648	1162	825	1059	1245
G003295	1940	1455	2186	1816	1281	573	408
G003296	18714	6127	15148	19908	5773	12248	746
G003297	1744	4063	1028	2129	2262	1486	1485
G003298	22190	25712	13771	28160	17225	28475	582
G003299	611	1294	831	700	371	735	3834
G003300	80	91	86	115	46	99	1623
G003301	2090	3791	1287	2158	2433	2482	1306
G003302	1464	4846	730	1365	2341	1697	3054
G003303	346	462	416	417	190	431	1890
G003304	3623	959	3603	5520	689	2380	398
G003305	1508	383	926	2158	304	740	421
