Gene_id	A1	B1	A2	A3	B2	B3	length
G004644	2322	929	5381	5871	614	4440	195
G004645	3296	5056	3116	3938	1803	2835	3060
G004646	1776	1297	2077	2216	690	1259	573
G004647	546	471	627	616	214	537	1733
G004648	818	346	950	686	218	577	339
G004649	37146	136334	18722	30111	78418	48847	366
G004650	7699	24427	7267	7714	7962	8425	1233
G004651	514	1774	591	688	802	769	1540
G004652	715	857	1121	842	406	807	1158
G004653	7849	3418	8938	8485	1905	8319	1179
G004654	467	416	436	501	217	628	630
G004655	4080	2507	3161	5016	1827	4863	1542
G004656	1614	2058	3927	2060	2785	726	1485
G004657	2404	10824	2065	2784	4559	3314	1237
G004658	192	268	309	259	169	258	957
G004659	1196	601	1287	1164	427	874	552
G004660	241	714	432	273	348	351	762
G004661	496	881	778	371	387	307	621
G004662	13781	15017	7141	15923	9547	8546	1380
G004663	2767	6129	3111	3318	2291	2900	3338
G004664	605	708	717	744	447	359	732
G004665	334	1644	157	352	700	302	915
G004666	963	1534	2184	1283	649	905	1205
G004667	538	1906	380	577	826	644	1573
G004668	1224	1042	1458	1566	689	946	984
G004669	450	1520	270	481	694	439	1656
G004670	596	1287	661	666	563	823	2928
G004671	1512	343	767	1580	227	533	322
G004672	21	47	42	57	18	29	933
G004673	669	1341	765	723	475	1091	876
G004674	1180	2308	1932	1375	964	1032	588
G004675	7456	23839	2393	9414	10716	7789	555
G004676	1358	2450	1887	1487	1227	1451	1956
G004677	212	134	429	276	82	278	684
G004678	431	1091	757	494	892	465	1038
G004679	40	102	56	50	89	98	633
G004680	3326	1720	3472	3242	886	6448	726
G004681	407	986	457	447	488	513	2025
G004682	280	218	478	435	105	226	1680
G004683	5136	9387	3529	6114	8157	5646	501
G004684	400	633	463	412	230	395	3108
G004685	61	42	135	150	23	185	717
G004686	3947	7295	2081	4041	4306	4599	5106
G004687	1774	5119	2273	1516	2293	2387	2661
G004688	449	1345	711	479	629	784	1337
G004689	972	1838	630	806	1054	878	1566
G004690	3391	2430	2779	4037	1872	2770	733
G004691	868	945	1264	816	679	584	963
G004692	3004	3150	8443	3655	1949	1482	657
G004693	578	2019	470	509	1138	963	1902
G004694	273	1210	552	257	393	431	842
G004695	1053	4095	887	927	1680	1443	2586
G004696	728	771	645	715	401	547	1572
G004697	985	347	790	1114	263	534	511
G004698	661	381	379	724	167	233	1031
G004699	387	1164	211	369	737	541	1506
G004700	2306	8845	3883	2458	5206	4903	897
G004701	573	809	1350	612	630	463	471
G004702	1017	2316	1097	1043	1681	1044	2862
G004703	2439	7794	1276	2917	5088	2846	1608
G004704	384	1360	229	326	462	466	4119
G004705	31	13	28	28	26	5	648
G004706	4538	2303	3227	4814	1314	3598	585
G004707	216	649	222	212	252	307	2478
G004708	40	29	62	51	10	12	681
G004709	317	736	617	344	187	235	978
G004710	1086	1977	1068	1106	870	1294	5853
G004711	738	3275	1166	974	1424	1516	1305
G004712	103	1851	76	122	1040	1278	2142
G004713	45	1704	54	45	858	1038	7173
G004714	24663	103041	15398	27662	67308	42133	1785
G004715	13612	3607	13953	16819	3151	7714	510
G004716	1279	6478	1764	1232	2345	1917	987
G004717	1490	4680	1358	1692	2078	2450	2133
G004718	1264	359	627	929	260	380	339
G004719	538	1380	823	528	595	709	3106
G004720	2950	7323	2571	3109	4152	3508	2076
G004721	71	55	91	61	45	89	678
G004722	52	124	167	60	105	80	1401
G004723	2412	8162	4269	2842	5037	3826	3321
G004724	385	776	372	400	328	483	1782
G004725	1030	2006	868	1221	960	744	1455
G004726	6743	2461	9079	8328	2001	6520	557
G004727	1370	3066	3025	1666	1738	1820	1271
G004728	2483	2895	2566	2485	2299	3108	1357
G004729	783	3152	475	778	1099	1327	3249
G004730	6362	15490	1932	6500	10834	8247	1032
G004731	139	365	126	168	188	99	522
G004732	2932	11155	2213	3113	5757	2963	1680
G004733	3188	13172	2373	3708	4428	7185	2781
G004734	896	309	473	1134	204	677	1311
G004735	5765	24936	1838	5899	14992	14053	1260
G004736	103607	50429	84591	115754	39331	141406	441
G004737	308	317	469	618	184	248	2742
G004738	1585	1934	895	1664	1459	1134	2168
G004739	161	383	81	159	320	160	1341
G004740	1245	697	2309	1791	553	906	678
G004741	1807	1301	2110	2139	928	1609	1179
G004742	3248	4026	4120	4296	2624	2461	798
G004743	236	1041	189	292	746	364	1140
G004744	30	63	51	41	37	34	645
G004745	3549	11735	3052	4640	9202	5754	1009
G004746	1520	953	1716	1782	647	2097	432
G004747	1348	861	1705	1587	736	1034	576
G004748	729	371	852	734	311	580	475
G004749	2567	9124	1201	2791	3711	4244	2726
G004750	373	895	493	373	512	363	1062
G004751	6	1	1	8	1	8	561
G004752	95	354	233	116	163	167	1470
G004753	556	1980	373	586	887	1054	1344
G004754	203	963	163	219	1113	229	1374
G004755	7683	4187	10594	8329	3839	4926	573
G004756	864	368	705	831	274	741	332
G004757	4412	12732	5887	4620	5528	8232	2685
G004758	154	630	223	148	171	300	3045
G004759	1331	1829	2723	1358	1010	1729	984
G004760	1457	1639	1702	1761	1105	1343	426
G004761	614	1323	946	742	529	442	2877
G004762	1903	11153	1861	2379	5991	3671	2167
G004763	274	539	411	261	253	232	648
G004764	262	386	205	211	243	178	760
G004765	143	209	221	169	118	296	678
G004766	2945	4013	3381	3272	2852	4460	1329
G004767	7677	2576	9919	9062	1776	8784	978
G004768	218	1247	214	260	808	463	1290
G004769	42	51	71	31	46	47	1092
G004770	363	364	467	282	306	266	582
G004771	3671	2373	3681	5124	1991	2522	386
G004772	1136	4891	399	1136	2235	1677	2325
G004773	226	537	196	311	264	199	3234
G004774	294	283	262	305	134	166	957
G004775	48	52	47	45	29	25	873
G004776	858	1148	821	659	527	524	1404
G004777	1156	4007	1086	1555	2179	1314	1827
G004778	556	1480	977	802	858	514	546
G004779	370	465	663	386	355	337	906
G004780	4670	4610	5924	5166	2353	3670	726
G004781	3252	1416	2137	2987	1011	3587	399
G004782	4846	3929	4879	4773	1822	2178	366
G004783	1558	591	2374	3466	464	1015	650
G004784	1145	382	1164	1470	289	1003	337
G004785	177	297	147	177	167	191	1761
G004786	107	53	160	170	56	83	1542
G004787	351	634	530	392	251	382	2927
G004788	1569	1219	2263	1484	648	1140	1314
G004789	3526	1995	4638	3530	1291	1584	397
G004790	1192	2899	1063	1363	1933	1344	865
G004791	857	4337	1046	930	1552	1158	2847
G004792	1250	2646	1401	1288	1788	988	1309
G004793	4009	14786	2670	4211	6997	7365	2856
G004794	2680	6520	3145	2950	4837	3255	504
G004795	11251	3230	7984	9040	2994	7336	315
G004796	1147	1268	1125	1442	674	988	1478
G004797	128	70	152	190	72	161	690
G004798	1135	1021	2650	1442	504	733	759
G004799	259908	338459	78372	328605	314543	248991	1290
G004800	79	112	210	191	48	101	1629
G004801	897	1199	879	1245	460	701	5064
G004802	946	2272	361	919	705	614	3212
G004803	6583	13994	4126	7003	9028	4830	2349
G004804	1035	1641	1103	1165	878	727	729
G004805	588	699	1032	735	387	500	1422
G004806	2729	761	2398	3021	501	2801	733
G004807	717	844	2004	783	232	380	1650
G004808	171	258	291	190	135	166	567
G004809	2075	3433	1151	2175	2744	1688	1248
G004810	2447	6932	2176	2292	3888	2962	1947
G004811	248	187	97	232	128	177	624
G004812	1084	881	801	1033	439	610	1503
G004813	3609	3242	4332	3593	2099	2960	441
G004814	604	2112	450	584	1189	702	797
G004815	9092	12600	13101	9239	11729	7367	690
G004816	2495	9056	335	2504	3832	690	1623
G004817	428	1908	714	538	672	785	1023
G004818	2322	4648	2324	2509	2357	2101	1240
G004819	48524	27820	52301	51674	12252	65782	678
G004820	265	415	300	404	174	225	843
G004821	10318	7870	4209	10307	4057	5331	643
G004822	2329	880	1681	3117	615	2176	264
G004823	221	575	378	198	341	376	357
G004824	1340	1350	1397	1730	649	1069	393
G004825	1240	1171	637	1071	496	739	1251
G004826	751	2619	577	808	1326	933	1711
G004827	70	93	238	107	24	62	812
G004828	2355	4245	1997	2858	1959	2767	1449
G004829	1940	726	1717	1755	481	1113	795
G004830	1264	1104	1790	1248	689	1005	1119
G004831	1343	1649	779	1178	941	1018	1606
G004832	6665	2143	5648	8360	1768	5217	351
G004833	2967	3350	1293	3017	2577	2216	569
G004834	113	152	73	93	63	90	498
G004835	752	640	523	846	313	271	1338
G004836	274	176	245	279	98	117	630
G004837	826	1006	915	804	902	1046	429
G004838	1817	4994	1199	1803	3130	2115	1999
G004839	15	18	2	13	8	3	588
G004840	74	327	20	67	155	70	804
G004841	6351	9952	13243	7784	4201	5418	534
G004842	723	1737	545	715	765	692	2593
G004843	334	214	439	451	114	344	1443
G004844	4292	5871	6283	4337	4319	4524	1485
G004845	424	409	951	1163	185	466	651
G004846	1612	3853	1244	1681	992	1241	1629
G004847	1953	3961	2774	2293	1446	2351	1530
G004848	78043	27575	67704	81830	30502	65935	669
G004849	1336	2810	1165	1240	1877	1716	912
G004850	7790	307	19965	8956	2403	501	531
G004851	6026	9772	4506	6825	5670	4761	1656
G004852	253	477	362	264	292	319	813
G004853	11854	7819	8784	13614	5978	15526	674
G004854	297	317	423	431	166	187	1368
G004855	631	1602	333	620	892	1049	4257
G004856	1157	4847	470	1189	4321	3126	597
G004857	1407	1288	928	1840	1112	2989	361
G004858	46	14	218	49	9	30	2103
G004859	1303	2740	654	1532	1592	1184	2934
G004860	794	3836	524	900	2282	1122	1269
G004861	119	267	114	148	89	118	2173
G004862	2825	989	979	3006	1432	246	2670
G004863	232	51	180	189	66	47	399
G004864	801	1295	785	880	905	567	855
G004865	2687	2094	2771	2922	715	2721	795
G004866	4260	8504	6403	5417	3353	9322	2376
G004867	4390	18857	3533	5537	9397	5991	1026
G004868	757	856	968	674	541	474	564
G004869	215	210	255	189	88	149	2634
G004870	2037	1284	1784	2329	757	1499	516
G004871	1628	3793	3388	1916	2920	2111	567
G004872	197	409	236	224	262	225	534
G004873	1258	819	1140	1167	571	1173	672
G004874	484	2514	788	558	825	1064	1746
G004875	407	486	454	462	180	345	1068
G004876	256	960	359	248	501	281	792
G004877	1269	1907	2649	1843	994	1298	1722
G004878	592	796	498	560	394	594	3534
G004879	100	47	71	107	58	42	552
G004880	517	1211	1250	501	552	477	978
G004881	2469	2701	1686	3365	529	2033	756
G004882	16262	30754	26734	16696	20328	27146	714
G004883	1155	672	1406	1511	309	711	846
G004884	757	435	1292	902	268	746	1599
G004885	288	925	110	311	568	373	756
G004886	4581	7618	12425	5215	4926	2796	456
G004887	10449	2024	7716	11412	1845	2961	1455
G004888	116	17	70	73	24	41	609
G004889	236	18	13	242	12	10	303
G004890	245	143	14	265	179	512	675
G004891	122	113	63	155	50	100	819
G004892	536	282	665	532	150	303	600
G004893	800	2227	1533	920	1194	964	1635
G004894	180	112	96	199	67	87	701
G004895	638	3538	175	642	1701	1112	1041
G004896	1631	2782	1765	1741	1111	1200	1530
G004897	7164	4159	2885	8079	2874	4095	822
G004898	716	889	353	1035	736	569	1176
G004899	2857	4966	1546	2728	4219	1886	842
G004900	155	226	108	118	123	110	435
G004901	27981	47949	6373	37115	28927	25407	621
G004902	290	159	206	325	93	213	477
G004903	739	1412	238	619	818	525	1935
G004904	3617	9849	2583	3717	5177	4191	1725
G004905	1740	3729	1959	1899	1944	2523	1692
G004906	545	1630	455	518	739	768	2949
G004907	1349	5783	768	1428	2834	2286	1143
G004908	720	2833	355	723	1040	863	2805
G004909	45204	30472	41344	54804	14895	43087	954
G004910	1136	520	1664	1437	216	1681	1725
G004911	178	490	189	127	163	233	1040
G004912	173	454	384	195	135	185	948
G004913	96	170	276	139	51	139	1260
G004914	2008	1439	1910	2148	576	2028	804
G004915	321	747	306	273	345	339	1260
G004916	1131	3317	1210	1236	920	1330	1464
G004917	768	1494	954	813	948	811	730
G004918	478	1999	430	512	542	478	1068
G004919	920	2694	762	1334	1242	722	930
G004920	15496	14552	7485	15120	17231	12487	546
G004921	785	1296	1949	784	2387	881	816
G004922	9408	2872	15145	13723	2329	5364	349
G004923	142	631	99	172	793	139	1053
G004924	1134	1156	1112	1259	1056	2291	597
G004925	5466	18942	5080	5813	15382	17155	1614
G004926	254	775	153	242	405	238	1305
G004927	5395	14160	5287	6386	12189	7815	1202
G004928	357	347	793	434	233	233	815
G004929	17959	8047	25896	49110	4638	97995	486
G004930	1138	416	668	1008	281	694	354
G004931	643	1129	482	722	876	543	1092
G004932	6478	1898	4138	6089	1551	2653	692
G004933	141	126	103	150	72	68	1185
G004934	1940	751	2083	2613	354	1213	618
G004935	4817	6474	2117	4827	4131	2963	1527
G004936	305	964	400	355	452	497	1056
G004937	6587	7309	1938	6768	6775	5146	807
G004938	787	824	532	749	763	1095	1197
G004939	203	454	240	313	249	332	1873
G004940	573	1557	285	581	875	479	885
G004941	1147	1442	1592	1044	876	843	915
G004942	891	1079	1474	1145	747	571	636
G004943	4160	6313	7547	4968	4094	2580	683
G004944	1596	8186	875	1825	3638	2404	833
G004945	5535	12969	3242	5881	9126	6135	1077
G004946	780	1032	1047	766	502	651	1125
G004947	8506	4211	5217	9539	2866	4196	570
G004948	225	220	242	198	158	149	580
G004949	14836	9950	9473	20035	7841	10484	903
G004950	1409	7788	490	1370	2758	1529	1274
G004951	540	1025	510	544	496	405	2694
G004952	905	1586	784	795	961	854	1226
G004953	4434	6816	5070	4877	4376	2656	540
G004954	456	711	405	429	505	312	1077
G004955	199204	113421	140729	258059	113706	117982	447
G004956	288	936	402	333	415	371	1704
G004957	526747	303528	581638	622346	174733	293102	291
G004958	3993	8849	857	4273	5394	1958	1689
G004959	1376	6180	1034	2514	2388	1881	3355
G004960	10241	6333	11295	10279	11291	8280	1599
G004961	178	132	128	218	134	81	1173
G004962	815	218	1099	1010	187	1144	561
G004963	704	1414	525	664	631	598	2994
G004964	591	1094	812	651	504	779	1380
G004965	1136	1973	403	1215	1821	1070	1734
G004966	159	183	33	144	254	135	945
G004967	268	1259	213	334	803	584	816
G004968	69	179	72	127	94	127	426
G004969	976	1334	844	1084	911	1483	741
G004970	4055	3226	2966	3960	2204	3699	732
G004971	169	96	351	351	61	215	453
G004972	194	1042	254	196	516	274	1824
G004973	769	1239	564	822	745	486	1220
G004974	2807	4947	1333	2941	3527	3361	1281
G004975	8702	7460	9783	12021	5027	11185	521
G004976	571	1126	362	597	745	350	1189
G004977	293	682	357	333	310	279	2699
G004978	728	2100	461	623	958	852	1572
G004979	2211	3903	2425	2481	1796	1911	2928
G004980	586	192	539	607	149	375	426
G004981	5888	3531	3624	5261	3434	5782	639
G004982	258	1266	230	264	491	460	1842
G004983	316	868	708	447	419	336	1011
G004984	194	287	267	267	158	215	668
G004985	3303	2697	3164	3792	2683	3065	774
G004986	11438	25876	26890	12857	17349	10194	1008
G004987	56	130	67	69	92	49	1149
G004988	2162	9773	1474	2437	3701	3681	2514
G004989	1305	796	1504	1434	437	803	1176
G004990	400	854	183	392	615	409	1128
G004991	4637	10321	5954	5733	4822	4191	2301
G004992	10763	3351	11229	15381	2915	8296	315
G004993	1605	1663	1454	1826	1001	1530	1409
G004994	467	1597	359	454	603	659	2895
G004995	692	1292	1124	785	504	866	5343
G004996	1154	1227	1789	1271	627	1122	984
G004997	11798	11217	12507	13716	7969	10837	570
G004998	71783	202466	107932	106928	190687	74610	384
G004999	1062	3395	730	956	1835	1723	2707
G005000	1779	1768	2796	2104	1054	1194	1257
G005001	5641	2260	6038	5121	2088	3751	696
G005002	4474	2083	6501	5735	2232	3109	759
G005003	550	2141	528	684	382	802	4035
G005004	821	1120	373	902	356	1368	585
G005005	6365	5716	8871	6593	3529	7128	822
G005006	1047	1404	621	901	684	703	1029
G005007	2030	4066	2359	2175	2254	2301	1854
G005008	332	375	236	352	237	326	1284
G005009	17462	39813	15658	21458	15104	11486	1272
G005010	1093	476	984	1504	258	1475	732
G005011	30	75	44	38	18	25	651
G005012	89	166	49	92	54	92	1068
G005013	669	975	403	696	426	566	5085
G005014	262	765	170	250	452	281	1230
G005015	199	181	234	190	87	66	1155
G005016	306	709	223	347	323	455	2495
G005017	174	124	130	397	100	187	687
G005018	1156	907	1640	1522	591	745	1329
G005019	2113	637	1553	2768	441	1099	882
G005020	781	800	266	896	310	319	1649
G005021	763	257	693	892	182	336	1029
G005022	947	2623	767	1191	1118	702	3192
G005023	36	244	33	47	94	97	1359
G005024	4508	2912	2604	4410	467	1177	1314
G005025	3058	2055	1861	3830	1156	1659	913
G005026	338	1418	185	342	499	192	1329
G005027	161	343	252	226	164	327	2046
G005028	1064	2255	1434	1276	1058	1501	1017
G005029	506	1791	549	539	744	1061	1236
G005030	158	231	223	163	95	210	1248
G005031	12	56	13	11	23	23	549
G005032	309	1061	555	311	371	319	741
G005033	2419	8013	1977	2528	5615	3622	1005
G005034	139	201	248	215	92	190	648
G005035	134390	151888	186751	207192	105313	80887	417
G005036	7314	10693	7356	8451	7804	13043	975
G005037	335	163	257	436	79	289	777
G005038	40540	20798	21340	51016	16263	30065	795
G005039	1581	1621	1079	1761	1302	1442	1686
G005040	555	310	582	618	212	694	1206
G005041	1024	3492	701	891	1452	1093	2961
G005042	4807	3081	4126	3660	1112	5409	315
G005043	1125	463	1082	1191	278	408	423
G005044	358	1129	268	310	790	657	2427
G005045	791	869	1290	806	673	921	1185
G005046	757	331	1053	936	305	934	379
G005047	1478	2118	1662	1463	1698	1735	1119
G005048	3322	1772	2827	3942	903	3151	1533
G005049	293	475	252	298	186	222	906
G005050	355	1615	384	344	896	893	2004
G005051	197	767	262	178	346	150	636
G005052	410	408	281	430	278	265	824
G005053	3876	16004	2349	4503	7916	5757	2532
G005054	18	6	21	23	7	1	690
G005055	2429	6667	616	2420	7460	6513	624
G005056	158	188	39	180	233	589	636
G005057	3151	3959	3499	3525	2100	1990	524
G005058	832	1646	536	853	589	1069	1140
G005059	1661	2197	2202	1672	1290	1208	1260
G005060	13205	19476	6816	11790	13703	12591	609
G005061	2129	2538	2663	2248	1373	1683	1386
G005062	1374	3256	1981	1765	2042	1720	1306
G005063	16322	13817	12608	14056	11250	18971	561
G005064	107	110	96	135	53	255	1080
G005065	108	378	116	108	184	100	573
G005066	378	493	205	546	271	219	877
G005067	1895	7986	5232	2061	1929	1775	696
G005068	1047	1160	2519	1234	1107	978	881
G005069	709	2141	877	905	1106	832	1209
G005070	927	1060	1065	963	595	1484	487
G005071	50	24	74	59	18	42	459
G005072	514	321	606	570	221	473	1559
G005073	4042	14955	2085	3876	6770	4740	2943
G005074	1505	796	1137	1426	563	714	507
G005075	573	704	316	466	465	321	720
G005076	729	1273	758	922	700	797	1953
G005077	65	31	69	60	25	22	381
G005078	1094	722	902	1361	582	555	1100
G005079	1445	3527	803	1642	1833	1504	1488
G005080	1925	3512	2325	2215	1779	1738	6105
G005081	51	52	24	29	33	18	555
G005082	37649	60136	34365	40172	36333	38700	1251
G005083	78	61	115	80	110	28	1071
G005084	336	403	516	347	307	255	564
G005085	2580	10901	5208	2563	4631	3348	2202
G005086	290	578	258	349	374	191	1830
G005087	135	285	59	150	109	78	672
G005088	2656	6990	2899	2722	3250	2811	1149
G005089	5345	1007	3666	4116	881	3045	312
G005090	1431	1201	1552	1504	534	1296	2233
G005091	10267	3552	8259	10450	2758	6249	737
G005092	625	1018	1130	671	561	325	1269
G005093	368	398	288	352	115	178	1458
G005094	15344	6587	7811	16872	4317	3244	636
G005095	2946	13767	2278	2873	7372	4818	1726
G005096	423	814	353	418	602	316	862
G005097	638	1154	902	744	557	406	942
G005098	23479	33165	22913	26030	42874	13691	1986
G005099	381	1178	251	368	759	362	927
G005100	153	536	227	164	202	240	1755
G005101	1057	1541	2174	1063	796	1099	1905
G005102	341	505	171	306	279	178	1905
G005103	7122	4707	6630	7776	2935	10024	1760
G005104	387	1186	470	413	400	467	399
G005105	4519	26279	4420	5400	18671	8748	582
G005106	1413	1202	1011	1475	914	1408	399
G005107	964	2324	1243	1074	1313	1263	3681
G005108	313	444	353	436	265	278	675
G005109	10788	11230	11032	11299	9726	9945	658
G005110	421	1094	496	410	494	519	2970
G005111	373	994	484	321	320	257	1683
G005112	8147	12338	2940	9648	8226	10091	1003
G005113	442	1139	498	469	405	878	2124
G005114	1183	4001	482	1276	1973	1410	972
G005115	1320	2604	1082	1459	981	1231	662
G005116	1257	1654	1282	1020	792	914	995
G005117	378	754	518	272	238	536	804
G005118	213	112	309	196	84	43	480
G005119	2287	7914	1352	2373	5532	3395	1482
G005120	18480	27619	5666	20423	17700	19873	957
G005121	242	1020	131	207	389	345	1674
G005122	7646	3135	6077	8017	2286	7009	570
G005123	8842	14720	6886	9027	12223	9934	1985
G005124	1191	1893	801	1216	1008	763	2888
G005125	1384	607	750	1735	791	359	1382
G005126	1243	623	1638	2317	471	723	972
G005127	270	842	222	296	480	212	1799
G005128	985	2688	442	1040	1716	940	1878
G005129	240	239	235	296	93	113	969
G005130	2172	1754	1916	2218	1091	1521	1275
G005131	6267	2903	5098	7655	2021	2188	1014
